名前,入力ノード数,収束ステップ数,x/j,ξ,流出の相対確率（エッジの2乗）の和,ターゲット位置への流出の相対確率（エッジの2乗）,規格化したターゲット位置への流出の相対確率（エッジの2乗）
正三角形,5,100000003.0,0.2,47.0,4.999999999973069,4.306097158149341e-14,8.612194316298682e-15
正三角形,5,100000003.0,0.2,48.0,5.000000000194243,3.344903167649706e-14,6.6898063352994126e-15
正三角形,5,100000003.0,0.2,49.0,5.0000000000861435,2.7099218783821155e-14,5.419843756764231e-15
正三角形,5,100000003.0,0.2,50.0,4.9999999998613145,2.2984659321232075e-14,4.596931864246415e-15
正三角形,5,100000003.0,0.2,51.0,4.99999999988004,2.1176518752885484e-14,4.235303750577097e-15
正三角形,5,100000003.0,0.2,52.0,5.00000000008419,2.893820449632648e-14,5.787640899265296e-15
正三角形,5,100000003.0,0.2,53.0,5.000000000134095,1.0464602895410302e-14,2.09292057908206e-15
正三角形,5,100000003.0,0.2,54.0,4.999999999965582,1.2964619236249813e-14,2.5929238472499627e-15
正三角形,5,100000003.0,0.2,55.0,4.999999999866559,1.4217218854509134e-14,2.843443770901827e-15
正三角形,5,100000003.0,0.2,56.0,4.999999999991835,1.6544527096939012e-14,3.3089054193878025e-15
正三角形,5,100000003.0,0.2,57.0,5.000000000122683,2.1245408356329144e-14,4.249081671265829e-15
正三角形,5,100000003.0,0.2,58.0,5.0000000000425215,3.168288254772377e-14,6.336576509544754e-15
正三角形,5,100000003.0,0.2,59.0,4.999999999893628,6.44430490543302e-14,1.288860981086604e-14
正三角形,5,100000003.0,0.2,60.0,4.999999999931145,3.3138065763396386e-13,6.627613152679277e-14
正三角形,5,100000003.0,0.2,61.0,5.00000000008779,9.703784537856354e-13,1.9407569075712706e-13
正三角形,5,100000003.0,0.2,62.0,5.0000000000918385,5.196904158407217e-14,1.0393808316814434e-14
正三角形,5,100000003.0,0.2,63.0,4.999999999927642,1.4337158530898617e-14,2.8674317061797236e-15
正三角形,5,100000003.0,0.2,64.0,4.999999999886328,6.090048947164657e-15,1.2180097894329314e-15
正三角形,5,100000003.0,0.2,65.0,5.000000000061153,3.0061644716334863e-15,6.012328943266972e-16
正三角形,5,100000003.0,0.2,66.0,5.000000000145816,1.5785146353747078e-15,3.157029270749416e-16
正三角形,5,100000003.0,0.2,67.0,4.9999999999431095,1.0228517854843581e-15,2.0457035709687164e-16
正三角形,5,100000003.0,0.2,68.0,4.999999999787007,8.792236358942902e-16,1.7584472717885805e-16
正三角形,5,100000003.0,0.2,69.0,5.000000000063599,7.336581051877056e-16,1.4673162103754112e-16
正三角形,5,100000003.0,0.2,70.0,5.000000000417931,4.4313933476604354e-16,8.86278669532087e-17
正三角形,5,100000003.0,0.2,71.0,4.999999999890128,3.2565192652770524e-16,6.513038530554105e-17
正三角形,5,100000003.0,0.2,72.0,4.999999996908502,6.2616564571123864e-15,1.2523312914224773e-15
正三角形,5,100000003.0,0.2,73.0,4.999999999828095,2.2322244079913012e-15,4.464448815982602e-16
正三角形,5,100000003.0,0.2,74.0,4.999999999068769,1.5460688112178627e-16,3.0921376224357254e-17
正三角形,5,100000003.0,0.2,75.0,5.0000000000621725,4.626992655428668e-18,9.253985310857335e-19
正三角形,5,100000003.0,0.2,76.0,5.000000000832958,2.9781647494835074e-17,5.956329498967015e-18
