名前,入力ノード数,収束ステップ数,x/j,ξ,流出の相対確率（エッジの2乗）の和,ターゲット位置への流出の相対確率（エッジの2乗）,規格化したターゲット位置への流出の相対確率（エッジの2乗）
正三角形,5,1003.0,0.2,10.0,0.28626087920558047,2.0500025721977092e-06,4.1000051443954186e-07
正三角形,5,1003.0,0.2,11.0,0.2612219818156257,1.0838938674185274e-06,2.1677877348370548e-07
正三角形,5,1003.0,0.2,12.0,0.2378475844552739,5.959278902099262e-07,1.1918557804198525e-07
正三角形,5,1003.0,0.2,13.0,0.21551206017426974,3.1756770122306997e-07,6.351354024461399e-08
正三角形,5,1003.0,0.2,14.0,0.19383701088296226,1.697348440604805e-07,3.39469688120961e-08
正三角形,5,1003.0,0.2,15.0,0.17268035162939555,9.926700701520293e-08,1.9853401403040585e-08
正三角形,5,1003.0,0.2,16.0,0.1521126068862218,5.816225962043127e-08,1.1632451924086253e-08
正三角形,5,1003.0,0.2,17.0,0.1323696480017039,3.0181453870897266e-08,6.036290774179453e-09
正三角形,5,1003.0,0.2,18.0,0.11378080341660349,1.585852098261094e-08,3.171704196522188e-09
正三角形,5,1003.0,0.2,19.0,0.09668042523693954,1.017935178156078e-08,2.035870356312156e-09
正三角形,5,1003.0,0.2,20.0,0.0813264432905899,6.178322701437874e-09,1.235664540287575e-09
正三角形,5,1003.0,0.2,21.0,0.06785408183780724,2.805431627160133e-09,5.610863254320265e-10
正三角形,5,1003.0,0.2,22.0,0.056273102454008704,1.3596125262918967e-09,2.7192250525837935e-10
正三角形,5,1003.0,0.2,23.0,0.046492318170846765,1.1138364196921272e-09,2.2276728393842546e-10
正三角形,5,1003.0,0.2,24.0,0.03835136520865979,7.560576545058791e-10,1.5121153090117583e-10
正三角形,5,1003.0,0.2,25.0,0.03165163776705446,2.641738899978839e-10,5.283477799957678e-11
正三角形,5,1003.0,0.2,26.0,0.02618460583679258,8.965130145410147e-11,1.7930260290820293e-11
正三角形,5,1003.0,0.2,27.0,0.021752969560727385,1.4665710351672505e-10,2.933142070334501e-11
正三角形,5,1003.0,0.2,28.0,0.018180537091782082,1.3425505236723471e-10,2.685101047344694e-11
正三角形,5,1003.0,0.2,29.0,0.015313638325631715,3.98299012533508e-11,7.965980250670159e-12
正三角形,5,1003.0,0.2,30.0,0.013020696587900452,1.0204501203967708e-12,2.0409002407935417e-13
正三角形,5,1003.0,0.2,31.0,0.011192456838118457,2.735694232854054e-11,5.471388465708108e-12
正三角形,5,1003.0,0.2,32.0,0.009740530361709701,3.928116187932115e-11,7.85623237586423e-12
正三角形,5,1003.0,0.2,33.0,0.00859315120411027,1.7989746017072775e-11,3.597949203414555e-12
正三角形,5,1003.0,0.2,34.0,0.007690868516242679,3.0351868419920527e-12,6.070373683984106e-13
正三角形,5,1003.0,0.2,35.0,0.006984656097294727,9.737224064629746e-12,1.947444812925949e-12
正三角形,5,1003.0,0.2,36.0,0.006435290560419794,1.7327395672329538e-11,3.4654791344659074e-12
正三角形,5,1003.0,0.2,37.0,0.006011615992788609,1.3036890484072992e-11,2.6073780968145984e-12
正三角形,5,1003.0,0.2,38.0,0.00568785320522239,6.481681508408184e-12,1.2963363016816368e-12
正三角形,5,1003.0,0.2,39.0,0.005442001959247333,6.885266611022687e-12,1.3770533222045374e-12
正三角形,5,1003.0,0.2,40.0,0.0052558772353284,1.0212481992226035e-11,2.0424963984452068e-12
正三角形,5,1003.0,0.2,41.0,0.005115157808445136,9.995235495292039e-12,1.999047099058408e-12
正三角形,5,1003.0,0.2,42.0,0.005008317388783327,7.301531094833076e-12,1.4603062189666152e-12
正三角形,5,1003.0,0.2,43.0,0.00492534698969466,6.349151643422748e-12,1.2698303286845495e-12
正三角形,5,1003.0,0.2,44.0,0.004857542008676557,7.40831474931083e-12,1.4816629498621662e-12
正三角形,5,1003.0,0.2,45.0,0.004798031052939356,7.86675490460362e-12,1.573350980920724e-12
正三角形,5,1003.0,0.2,46.0,0.004741783677724554,6.919168399916955e-12,1.383833679983391e-12
正三角形,5,1003.0,0.2,47.0,0.0046848350539481255,6.043842260267331e-12,1.2087684520534662e-12
正三角形,5,1003.0,0.2,48.0,0.004623701368683581,6.134788184593538e-12,1.2269576369187076e-12
正三角形,5,1003.0,0.2,49.0,0.004555618190235186,6.452465567656769e-12,1.2904931135313537e-12
正三角形,5,1003.0,0.2,50.0,0.004479001291858414,6.204644759142034e-12,1.2409289518284067e-12
正三角形,5,1003.0,0.2,51.0,0.004393283801379576,5.6660503300482965e-12,1.1332100660096593e-12
正三角形,5,1003.0,0.2,52.0,0.004298282758730548,5.4478526391053455e-12,1.089570527821069e-12
正三角形,5,1003.0,0.2,53.0,0.004193939942506608,5.5377294887813934e-12,1.1075458977562788e-12
正三角形,5,1003.0,0.2,54.0,0.00408068404165485,5.508633260214949e-12,1.1017266520429898e-12
正三角形,5,1003.0,0.2,55.0,0.003959726302728821,5.239367156634157e-12,1.0478734313268313e-12
正三角形,5,1003.0,0.2,56.0,0.0038327282888317407,4.993741531410562e-12,9.987483062821124e-13
正三角形,5,1003.0,0.2,57.0,0.003701248574106776,4.939596547309664e-12,9.879193094619327e-13
正三角形,5,1003.0,0.2,58.0,0.003566708045788778,4.93837919048208e-12,9.876758380964161e-13
正三角形,5,1003.0,0.2,59.0,0.003430808496844422,4.822973103105265e-12,9.64594620621053e-13
正三角形,5,1003.0,0.2,60.0,0.0032956397732338163,4.6411542068957494e-12,9.2823084137915e-13
正三角形,5,1003.0,0.2,61.0,0.003163207147771114,4.5317275628524746e-12,9.063455125704949e-13
正三角形,5,1003.0,0.2,62.0,0.003035033076899947,4.503898468554425e-12,9.00779693710885e-13
正三角形,5,1003.0,0.2,63.0,0.00291238162164841,4.455906380679043e-12,8.911812761358086e-13
正三角形,5,1003.0,0.2,64.0,0.002796677747334029,4.346043713447849e-12,8.692087426895698e-13
正三角形,5,1003.0,0.2,65.0,0.002689397675011763,4.237193301236569e-12,8.474386602473138e-13
正三角形,5,1003.0,0.2,66.0,0.0025915676502197243,4.183259870946239e-12,8.366519741892478e-13
正三角形,5,1003.0,0.2,67.0,0.0025036478434667473,4.154426208480292e-12,8.308852416960584e-13
正三角形,5,1003.0,0.2,68.0,0.002425967962038296,4.096775244873224e-12,8.193550489746447e-13
正三角形,5,1003.0,0.2,69.0,0.002359007069593546,4.013460427252594e-12,8.026920854505187e-13
正三角形,5,1003.0,0.2,70.0,0.0023030790012767543,3.949507016066543e-12,7.899014032133086e-13
正三角形,5,1003.0,0.2,71.0,0.0022579509093488765,3.919787505115545e-12,7.839575010231091e-13
正三角形,5,1003.0,0.2,72.0,0.0022230242298208916,3.891683464687939e-12,7.783366929375878e-13
正三角形,5,1003.0,0.2,73.0,0.0021977990220372993,3.8390834565904515e-12,7.678166913180903e-13
正三角形,5,1003.0,0.2,74.0,0.002181901767945043,3.7802959619136296e-12,7.560591923827259e-13
正三角形,5,1003.0,0.2,75.0,0.0021746746927615813,3.745834986339509e-12,7.491669972679018e-13
正三角形,5,1003.0,0.2,76.0,0.0021750219647606144,3.730611670283808e-12,7.461223340567615e-13
正三角形,5,1003.0,0.2,77.0,0.0021817778992619863,3.7042500736878445e-12,7.408500147375689e-13
正三角形,5,1003.0,0.2,78.0,0.002194029246340236,3.660040104824399e-12,7.320080209648798e-13
